video_path,label,original_type,race,gender,source,manipulation_type
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id03658/00077.mp4,real,RealVideo-RealAudio,African,women,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id03713/00249.mp4,real,RealVideo-RealAudio,African,women,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id03747/00273.mp4,real,RealVideo-RealAudio,African,women,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id04245/00072.mp4,real,RealVideo-RealAudio,African,women,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id04374/00032.mp4,real,RealVideo-RealAudio,African,women,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id04376/00181.mp4,real,RealVideo-RealAudio,African,women,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id04437/00002.mp4,real,RealVideo-RealAudio,African,women,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id04689/00005.mp4,real,RealVideo-RealAudio,African,women,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id04705/00408.mp4,real,RealVideo-RealAudio,African,women,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id04736/00083.mp4,real,RealVideo-RealAudio,African,women,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id04939/00174.mp4,real,RealVideo-RealAudio,African,women,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id05106/00078.mp4,real,RealVideo-RealAudio,African,women,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id05235/00052.mp4,real,RealVideo-RealAudio,African,women,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id05251/00033.mp4,real,RealVideo-RealAudio,African,women,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id05252/00052.mp4,real,RealVideo-RealAudio,African,women,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id05980/00143.mp4,real,RealVideo-RealAudio,African,women,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id00018/00181.mp4,real,RealVideo-RealAudio,Caucasian (American),men,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id00020/00206.mp4,real,RealVideo-RealAudio,Caucasian (American),men,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id00021/00010.mp4,real,RealVideo-RealAudio,Caucasian (American),men,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id00049/00118.mp4,real,RealVideo-RealAudio,Caucasian (American),men,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id00052/00015.mp4,real,RealVideo-RealAudio,Caucasian (American),men,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id00060/00307.mp4,real,RealVideo-RealAudio,Caucasian (American),men,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id00062/00278.mp4,real,RealVideo-RealAudio,Caucasian (American),men,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id00087/00002.mp4,real,RealVideo-RealAudio,Caucasian (American),men,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id00088/00005.mp4,real,RealVideo-RealAudio,Caucasian (American),men,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id00179/00143.mp4,real,RealVideo-RealAudio,Caucasian (American),men,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id00184/00241.mp4,real,RealVideo-RealAudio,Caucasian (American),men,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id00264/00257.mp4,real,RealVideo-RealAudio,Caucasian (American),men,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id00345/00243.mp4,real,RealVideo-RealAudio,Caucasian (American),men,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id00529/00409.mp4,real,RealVideo-RealAudio,Caucasian (American),men,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id00696/00005.mp4,real,RealVideo-RealAudio,Caucasian (American),men,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id00708/00043.mp4,real,RealVideo-RealAudio,Caucasian (American),men,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id00775/00092.mp4,real,RealVideo-RealAudio,Caucasian (American),men,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id00945/00107.mp4,real,RealVideo-RealAudio,Caucasian (American),men,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id00971/00253.mp4,real,RealVideo-RealAudio,Caucasian (American),men,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id01035/00012.mp4,real,RealVideo-RealAudio,Caucasian (American),men,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id01042/00154.mp4,real,RealVideo-RealAudio,Caucasian (American),men,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id01044/00336.mp4,real,RealVideo-RealAudio,Caucasian (American),men,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id01124/00063.mp4,real,RealVideo-RealAudio,Caucasian (American),men,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id01163/00195.mp4,real,RealVideo-RealAudio,Caucasian (American),men,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id01168/00028.mp4,real,RealVideo-RealAudio,Caucasian (American),men,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id01172/00015.mp4,real,RealVideo-RealAudio,Caucasian (American),men,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id01175/00025.mp4,real,RealVideo-RealAudio,Caucasian (American),men,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id01182/00167.mp4,real,RealVideo-RealAudio,Caucasian (American),men,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id01192/00217.mp4,real,RealVideo-RealAudio,Caucasian (American),men,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id01201/00028.mp4,real,RealVideo-RealAudio,Caucasian (American),men,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id01210/00283.mp4,real,RealVideo-RealAudio,Caucasian (American),men,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id01211/00023.mp4,real,RealVideo-RealAudio,Caucasian (American),men,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id03525/00048.mp4,real,RealVideo-RealAudio,Caucasian (American),men,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id03668/00143.mp4,real,RealVideo-RealAudio,Caucasian (American),men,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id03678/00078.mp4,real,RealVideo-RealAudio,Caucasian (American),men,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id04034/00009.mp4,real,RealVideo-RealAudio,Caucasian (American),men,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id04073/00021.mp4,real,RealVideo-RealAudio,Caucasian (American),men,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id04216/00470.mp4,real,RealVideo-RealAudio,Caucasian (American),men,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id04219/00130.mp4,real,RealVideo-RealAudio,Caucasian (American),men,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id04221/00053.mp4,real,RealVideo-RealAudio,Caucasian (American),men,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/women/id00025/00025.mp4,real,RealVideo-RealAudio,Caucasian (American),women,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/women/id00097/00162.mp4,real,RealVideo-RealAudio,Caucasian (American),women,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/women/id00098/00004.mp4,real,RealVideo-RealAudio,Caucasian (American),women,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/women/id00145/00043.mp4,real,RealVideo-RealAudio,Caucasian (American),women,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/women/id00180/00206.mp4,real,RealVideo-RealAudio,Caucasian (American),women,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/women/id00190/00072.mp4,real,RealVideo-RealAudio,Caucasian (American),women,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/women/id00231/00037.mp4,real,RealVideo-RealAudio,Caucasian (American),women,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/women/id00261/00048.mp4,real,RealVideo-RealAudio,Caucasian (American),women,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/women/id00272/00195.mp4,real,RealVideo-RealAudio,Caucasian (American),women,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/women/id00381/00030.mp4,real,RealVideo-RealAudio,Caucasian (American),women,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/women/id00383/00171.mp4,real,RealVideo-RealAudio,Caucasian (American),women,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/women/id00385/00439.mp4,real,RealVideo-RealAudio,Caucasian (American),women,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/women/id00431/00039.mp4,real,RealVideo-RealAudio,Caucasian (American),women,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/women/id00458/00072.mp4,real,RealVideo-RealAudio,Caucasian (American),women,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/women/id00462/00143.mp4,real,RealVideo-RealAudio,Caucasian (American),women,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/women/id00555/00005.mp4,real,RealVideo-RealAudio,Caucasian (American),women,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/women/id00575/00092.mp4,real,RealVideo-RealAudio,Caucasian (American),women,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/women/id00616/00305.mp4,real,RealVideo-RealAudio,Caucasian (American),women,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/women/id00752/00340.mp4,real,RealVideo-RealAudio,Caucasian (American),women,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/women/id00835/00195.mp4,real,RealVideo-RealAudio,Caucasian (American),women,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/women/id00841/00078.mp4,real,RealVideo-RealAudio,Caucasian (American),women,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/women/id00842/00043.mp4,real,RealVideo-RealAudio,Caucasian (American),women,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/women/id01004/00028.mp4,real,RealVideo-RealAudio,Caucasian (American),women,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/women/id01005/00028.mp4,real,RealVideo-RealAudio,Caucasian (American),women,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/women/id01075/00160.mp4,real,RealVideo-RealAudio,Caucasian (American),women,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/women/id01091/00236.mp4,real,RealVideo-RealAudio,Caucasian (American),women,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/women/id01216/00025.mp4,real,RealVideo-RealAudio,Caucasian (American),women,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/women/id01217/00005.mp4,real,RealVideo-RealAudio,Caucasian (American),women,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/women/id01227/00052.mp4,real,RealVideo-RealAudio,Caucasian (American),women,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/women/id01238/00037.mp4,real,RealVideo-RealAudio,Caucasian (American),women,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/women/id02464/00002.mp4,real,RealVideo-RealAudio,Caucasian (American),women,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/women/id03556/00043.mp4,real,RealVideo-RealAudio,Caucasian (American),women,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/women/id03605/00048.mp4,real,RealVideo-RealAudio,Caucasian (American),women,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/women/id03707/00055.mp4,real,RealVideo-RealAudio,Caucasian (American),women,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/men/id00056/00028.mp4,real,RealVideo-RealAudio,Asian (East),men,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/men/id00126/00173.mp4,real,RealVideo-RealAudio,Asian (East),men,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/men/id00560/00041.mp4,real,RealVideo-RealAudio,Asian (East),men,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/men/id00597/00019.mp4,real,RealVideo-RealAudio,Asian (East),men,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/men/id00740/00015.mp4,real,RealVideo-RealAudio,Asian (East),men,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/men/id00863/00069.mp4,real,RealVideo-RealAudio,Asian (East),men,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/men/id01215/00001.mp4,real,RealVideo-RealAudio,Asian (East),men,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/men/id01589/00017.mp4,real,RealVideo-RealAudio,Asian (East),men,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/men/id01683/00052.mp4,real,RealVideo-RealAudio,Asian (East),men,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/men/id02332/00055.mp4,real,RealVideo-RealAudio,Asian (East),men,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/men/id02365/00028.mp4,real,RealVideo-RealAudio,Asian (East),men,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/men/id02553/00043.mp4,real,RealVideo-RealAudio,Asian (East),men,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/men/id02561/02561.mp4,real,RealVideo-RealAudio,Asian (East),men,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/men/id03028/00466.mp4,real,RealVideo-RealAudio,Asian (East),men,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/men/id03168/03168.mp4,real,RealVideo-RealAudio,Asian (East),men,FakeAVCeleb,real
data/raw/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/men/id03965/00051.mp4,real,RealVideo-RealAudio,Asian (East),men,FakeAVCeleb,real
